1000000115,1000000115,428,ЛАТВИЯ,ЛАТВИЯ,ЛАТВИЯ,ЛАТВИЯ,LATVIA,0,1000000115,"18.04.16 15:22:12,006712000"
1000000116,1000000116,430,ЛИБЕРИЯ,ЛИБЕРИЯ,ЛИБЕРИЯ,ЛИБЕРИЯ,LIBERIA,0,1000000116,"18.04.16 15:22:12,010649000"
1000000117,1000000117,434,ЛИВИЯ,ЛИВИЯ,ЛИВИЯ,ЛИВИЯ,LIBYA,0,1000000117,"18.04.16 15:22:12,014181000"
1000000118,1000000118,438,ЛИХТЕНШТЕЙН,ЛИХТЕНШТЕЙН,ЛИХТЕНШТЕЙН,ЛИХТЕНШТЕЙН,LIECHTENSTEIN,0,1000000118,"18.04.16 15:22:12,017678000"
1000000119,1000000119,440,ЛИТВА,ЛИТВА,ЛИТВА,ЛИТВА,LITHUANIA,0,1000000119,"18.04.16 15:22:12,022017000"
1000000120,1000000120,442,ЛЮКСЕМБУРГ,ЛЮКСЕМБУРГ,ЛЮКСЕМБУРГ,ЛЮКСЕМБУРГ,LUXEMBOURG,0,1000000120,"18.04.16 15:22:12,025949000"
1000000121,1000000121,446,МАКАО,МАКАО,МАКАО,МАКАО,MACAU,0,1000000121,"18.04.16 15:22:12,029546000"
1000000122,1000000122,450,МАДАГАСКАР,МАДАГАСКАР,МАДАГАСКАР,МАДАГАСКАР,MADAGASCAR,0,1000000122,"18.04.16 15:22:12,033647000"
1000000123,1000000123,454,МАЛАВИ,МАЛАВИ,МАЛАВИ,МАЛАВИ,MALAWI,0,1000000123,"18.04.16 15:22:12,037783000"
1000000124,1000000124,458,МАЛАЙЗИЯ,МАЛАЙЗИЯ,МАЛАЙЗИЯ,МАЛАЙЗИЯ,MALAYSIA,0,1000000124,"18.04.16 15:22:12,042143000"
1000000125,1000000125,462,МАЛЬДИВСКИЕ О-ВА,МАЛЬДИВ АРАЛДАРЫ,МАЛЬДИВСКИЕ О-ВА,МАЛЬДИВ АРАЛДАРЫ,MALDIVES,0,1000000125,"18.04.16 15:22:12,046439000"
1000000126,1000000126,466,МАЛИ,МАЛИ,МАЛИ,МАЛИ,MALI.,0,1000000126,"18.04.16 15:22:12,050545000"
1000000127,1000000127,470,МАЛЬТА,МАЛЬТА,МАЛЬТА,МАЛЬТА,MALTA,0,1000000127,"18.04.16 15:22:12,054327000"
1000000128,1000000128,474,МАРТИНИКА,МАРТИНИКА,МАРТИНИКА,МАРТИНИКА,MARTINIQUE,0,1000000128,"18.04.16 15:22:12,058131000"
1000000129,1000000129,478,МАВРИТАНИЯ,МАВРИТАНИЯ,МАВРИТАНИЯ,МАВРИТАНИЯ,MAURITANIA,0,1000000129,"18.04.16 15:22:12,061711000"
1000000130,1000000130,480,МАВРИКИЙ,МАВРИКИЙ,МАВРИКИЙ,МАВРИКИЙ,MAURITIUS,0,1000000130,"18.04.16 15:22:12,065499000"
1000000131,1000000131,484,МЕКСИКА,МЕКСИКА,МЕКСИКА,МЕКСИКА,MEXICO,0,1000000131,"18.04.16 15:22:12,069914000"
1000000133,1000000133,492,МОНАКО,МОНАКО,МОНАКО,МОНАКО,MONACO,0,1000000133,"18.04.16 15:22:12,073514000"
1000000134,1000000134,496,МОНГОЛИЯ,МОҢҒОЛИЯ,МОНГОЛИЯ,МОҢҒОЛИЯ,MONGOLIA,0,1000000134,"18.04.16 15:22:12,077448000"
1000000135,1000000135,498,МОЛДОВА,МОЛДОВА,МОЛДОВА,МОЛДОВА,MOLDOVA,1,1000000135,
1000000136,1000000136,500,МОНТСЕРРАТ,МОНТСЕРРАТ,МОНТСЕРРАТ,МОНТСЕРРАТ,MONTSERRAT,0,1000000136,"18.04.16 15:22:12,085509000"
1000000137,1000000137,504,МАРОККО,МАРОККО,МАРОККО,МАРОККО,MOROCCO,0,1000000137,"18.04.16 15:22:12,088960000"
1000000138,1000000138,508,МОЗАМБИК,МОЗАМБИК,МОЗАМБИК,МОЗАМБИК,MOZAMBIQUE,0,1000000138,"18.04.16 15:22:12,092747000"
1000000140,1000000140,516,НАМИБИЯ,НАМИБИЯ,НАМИБИЯ,НАМИБИЯ,NAMIBIA,0,1000000140,"18.04.16 15:22:12,096184000"
1000000141,1000000141,520,НАУРУ,НАУРУ,НАУРУ,НАУРУ,NAURU,0,1000000141,"18.04.16 15:22:12,099790000"
1000000142,1000000142,524,НЕПАЛ,НЕПАЛ,НЕПАЛ,НЕПАЛ,NEPAL,0,1000000142,"18.04.16 15:22:12,104003000"
1000000143,1000000143,528,НИДЕРЛАНДЫ,НИДЕРЛАНДЫ,НИДЕРЛАНДЫ,НИДЕРЛАНДЫ,NETHERLANDS,0,1000000143,"18.04.16 15:22:12,107654000"
1000000145,1000000145,533,АРУБА,АРУБА,АРУБА,АРУБА,ARUBA,0,1000000145,"18.04.16 15:22:12,111245000"
1000000146,1000000146,540,НОВАЯ КАЛЕДОНИЯ,ЖАҢА КАЛЕДОНИЯ,НОВАЯ КАЛЕДОНИЯ,ЖАҢА КАЛЕДОНИЯ,NEW CALEDONIA,0,1000000146,"18.04.16 15:22:12,115513000"
1000000147,1000000147,548,ВАНУАТУ,ВАНУАТУ,ВАНУАТУ,ВАНУАТУ,VANUATU,0,1000000147,"18.04.16 15:22:12,120025000"
1000000148,1000000148,554,НОВАЯ ЗЕЛАНДИЯ,ЖАҢА ЗЕЛАНДИЯ,НОВАЯ ЗЕЛАНДИЯ,ЖАҢА ЗЕЛАНДИЯ,NEW ZEALAND,0,1000000148,"18.04.16 15:22:12,123576000"
1000000149,1000000149,558,НИКАРАГУА,НИКАРАГУА,НИКАРАГУА,НИКАРАГУА,NICARAGUA,0,1000000149,"18.04.16 15:22:12,127872000"
1000000150,1000000150,562,НИГЕР,НИГЕР,НИГЕР,НИГЕР,NIGER,0,1000000150,"18.04.16 15:22:12,131807000"
1000000151,1000000151,566,НИГЕРИЯ,НИГЕРИЯ,НИГЕРИЯ,НИГЕРИЯ,NIGERIA,0,1000000151,"18.04.16 15:22:12,135285000"
1000000152,1000000152,570,НИУЭ,НИУЭ,НИУЭ,НИУЭ,NIUE,0,1000000152,"18.04.16 15:22:12,138761000"
1000000153,1000000153,574,НОРФОЛК,НОРФОЛК,НОРФОЛК,НОРФОЛК,NORFOLK,0,1000000153,"18.04.16 15:22:12,142252000"
1000000154,1000000154,578,НОРВЕГИЯ,НОРВЕГИЯ,НОРВЕГИЯ,НОРВЕГИЯ,NORWAY,0,1000000154,"18.04.16 15:22:12,145809000"
1000000155,1000000155,580,СЕВ.МАРИАННА О-В,СОЛТҮСТІК МАРИАННА АРАЛДАРЫ,СЕВ.МАРИАННА О-В,СОЛТҮСТІК МАРИАННА АРАЛДАРЫ,SEV.MARIANNA O-IN,0,1000000155,"18.04.16 15:22:12,149835000"
1000000156,1000000156,583,МИКРОНЕЗИЯ,МИКРОНЕЗИЯ,МИКРОНЕЗИЯ,МИКРОНЕЗИЯ,MICRONESIA.,0,1000000156,"18.04.16 15:22:12,153593000"
1000000157,1000000157,584,МАРШАЛЛОВЫ О-ВА,МАРШАЛЛ АРАЛДАРЫ,МАРШАЛЛОВЫ О-ВА,МАРШАЛЛ АРАЛДАРЫ,MARSHALL ABOUT,0,1000000157,"18.04.16 15:22:12,157328000"
1000000158,1000000158,585,ТИХООКЕАНСКИЕ О-ВА,ТЫНЫҚ МҰХИТ АРАЛДАРЫ,ТИХООКЕАНСКИЕ О-ВА,ТЫНЫҚ МҰХИТ АРАЛДАРЫ,PACIFIC,0,1000000158,"18.04.16 15:22:12,161293000"
1000000159,1000000159,586,ПАКИСТАН,ПӘКІСТАН,ПАКИСТАН,ПӘКІСТАН,PAKISTAN,0,1000000159,"18.04.16 15:22:12,165111000"
1000000160,1000000160,589,ПАЛЕСТИНА,ПАЛЕСТИНА,ПАЛЕСТИНА,ПАЛЕСТИНА,PALESTINE,0,1000000160,"18.04.16 15:22:12,169794000"
1000000161,1000000161,591,ПАНАМА,ПАНАМА,ПАНАМА,ПАНАМА,PANAMA,0,1000000161,"18.04.16 15:22:12,173421000"
1000000162,1000000162,598,ПАПУА НОВАЯ ГВИНЕЯ,ПАПУА ЖАҢА ГВИНЕЯ,ПАПУА НОВАЯ ГВИНЕЯ,ПАПУА ЖАҢА ГВИНЕЯ,PAPUA NEW GUINEA,0,1000000162,"18.04.16 15:22:12,177438000"
1000000163,1000000163,600,ПАРАГВАЙ,ПАРАГВАЙ,ПАРАГВАЙ,ПАРАГВАЙ,PARAGUAY,0,1000000163,"18.04.16 15:22:12,181062000"
1000000164,1000000164,604,ПЕРУ,ПЕРУ,ПЕРУ,ПЕРУ,PERU,0,1000000164,"18.04.16 15:22:12,185279000"
1000000165,1000000165,608,ФИЛИППИНЫ,ФИЛИППИНЫ,ФИЛИППИНЫ,ФИЛИППИНЫ,PHILIPPINES,0,1000000165,"18.04.16 15:22:12,189059000"
1000000166,1000000166,612,ПИТКЭРН,ПИТКЭРН,ПИТКЭРН,ПИТКЭРН,PITCAERN,0,1000000166,"18.04.16 15:22:12,192987000"
1000000167,1000000167,616,ПОЛЬША,ПОЛЬША,ПОЛЬША,ПОЛЬША,POLAND,0,1000000167,"18.04.16 15:22:12,196864000"
1000000168,1000000168,620,ПОРТУГАЛИЯ,ПОРТУГАЛИЯ,ПОРТУГАЛИЯ,ПОРТУГАЛИЯ,PORTUGAL,0,1000000168,"18.04.16 15:22:12,200329000"
1000000169,1000000169,624,ГВИНЕЯ-БИСАУ,ГВИНЕЯ-БИСАУ,ГВИНЕЯ-БИСАУ,ГВИНЕЯ-БИСАУ,GUINEA-BISAU.,0,1000000169,"18.04.16 15:22:12,203884000"
1000000170,1000000170,626,ВОСТОЧНЫЙ ТИМОР,ШЫҒЫС ТИМОР,ВОСТОЧНЫЙ ТИМОР,ШЫҒЫС ТИМОР,EAST TIMOR,0,1000000170,"18.04.16 15:22:12,207587000"
1000000171,1000000171,630,ПУЭРТО-РИКА,ПУЭРТО-РИКА,ПУЭРТО-РИКА,ПУЭРТО-РИКА,PUERTO RICA,0,1000000171,"18.04.16 15:22:12,211235000"
1000000172,1000000172,634,КАТАР,КАТАР,КАТАР,КАТАР,QATAR,0,1000000172,"18.04.16 15:22:12,214772000"
1000000173,1000000173,638,РЕЮНЬОН,РЕЮНЬОН,РЕЮНЬОН,РЕЮНЬОН,REUNION.,0,1000000173,"18.04.16 15:22:12,218610000"
1000000174,1000000174,642,РУМЫНИЯ,РУМЫНИЯ,РУМЫНИЯ,РУМЫНИЯ,ROMANIA,0,1000000174,"18.04.16 15:22:12,222806000"
1000000175,1000000175,643,РОССИЯ,РЕСЕЙ,РОССИЯ,РЕСЕЙ,RUSSIA,1,1000000175,
1000000176,1000000176,646,РУАНДА,РУАНДА,РУАНДА,РУАНДА,RWANDA,0,1000000176,"18.04.16 15:22:12,231020000"
1000000177,1000000177,654,СВ.ЕЛЕНЫ О-В,ӘУЛИЕ  ЕЛЕНА  АРАЛЫ,СВ.ЕЛЕНЫ О-В,ӘУЛИЕ  ЕЛЕНА  АРАЛЫ,SV.ELENE O-IN,0,1000000177,"18.04.16 15:22:12,234994000"
1000000178,1000000178,659,СЕНТ-КИТС И НЕВИС,СЕНТ-КИТС ЖӘНЕ НЕВИС,СЕНТ-КИТС И НЕВИС,СЕНТ-КИТС ЖӘНЕ НЕВИС,SAINT KITTS AND NEVIS,0,1000000178,"18.04.16 15:22:12,238967000"
1000000179,1000000179,660,АНГИЛЬЯ,АНГИЛЬЯ,АНГИЛЬЯ,АНГИЛЬЯ,ANGUILLA,0,1000000179,"18.04.16 15:22:12,242745000"
1000000180,1000000180,662,СЕНТ-ЛЮСИЯ,СЕНТ-ЛЮСИЯ,СЕНТ-ЛЮСИЯ,СЕНТ-ЛЮСИЯ,SAINT LUCIA,0,1000000180,"18.04.16 15:22:12,246391000"
1000000181,1000000181,666,СЕН-ПЬЕР И МИКЕЛОН,СЕН-ПЬЕР  МИКЕЛОН,СЕН-ПЬЕР И МИКЕЛОН,СЕН-ПЬЕР  МИКЕЛОН,SAINT-PIERRE AND MIQUELON,0,1000000181,"18.04.16 15:22:12,249880000"
1000000182,1000000182,670,СЕНТ-ВИНСЕНТ И ГРЕНАДИНЫ,СЕНТ-ВИНСЕНТ ЖӘНЕ ГРЕНАДИНЫ,СЕНТ-ВИНСЕНТ И ГРЕНАДИНЫ,СЕНТ-ВИНСЕНТ ЖӘНЕ ГРЕНАДИНЫ,SAINT VINCENT AND GRENADINES,0,1000000182,"18.04.16 15:22:12,253645000"
1000000183,1000000183,674,САН-МАРИНО,САН-МАРИНО,САН-МАРИНО,САН-МАРИНО,SAN MARINO.,0,1000000183,"18.04.16 15:22:12,257424000"
1000000184,1000000184,678,САН-ТОМЕ И ПРИНСИПИ,САН-ТОМЕ ЖӘНЕ ПРИНСИПИ,САН-ТОМЕ И ПРИНСИПИ,САН-ТОМЕ ЖӘНЕ ПРИНСИПИ,SAO TOME AND PRINCIPE,0,1000000184,"18.04.16 15:22:12,260909000"
1000000185,1000000185,682,САУДОВСКАЯ АРАВИЯ,САУД  АРАВИЯСЫ,САУДОВСКАЯ АРАВИЯ,САУД  АРАВИЯСЫ,SAUDI ARABIA,0,1000000185,"18.04.16 15:22:12,264366000"
1000000186,1000000186,686,СЕНЕГАЛ,СЕНЕГАЛ,СЕНЕГАЛ,СЕНЕГАЛ,SENEGAL,0,1000000186,"18.04.16 15:22:12,267836000"
1000000187,1000000187,690,СЕЙШЕЛЬСКИЕ О-ВА,СЕЙШЕЛЬ АРАЛДАРЫ,СЕЙШЕЛЬСКИЕ О-ВА,СЕЙШЕЛЬ АРАЛДАРЫ,SEYCHELLES,0,1000000187,"18.04.16 15:22:12,271727000"
1000000188,1000000188,696,СЬЕРРА-ЛЕОНЕ,СЬЕРРА-ЛЕОНЕ,СЬЕРРА-ЛЕОНЕ,СЬЕРРА-ЛЕОНЕ,SIERRA LEONE.,0,1000000188,"18.04.16 15:22:12,275252000"
1000000189,1000000189,702,СИНГАПУР,СИНГАПУР,СИНГАПУР,СИНГАПУР,SINGAPORE,0,1000000189,"18.04.16 15:22:12,278667000"
1000000190,1000000190,703,СЛОВАКИЯ,СЛОВАКИЯ,СЛОВАКИЯ,СЛОВАКИЯ,SLOVAKIA,0,1000000190,"18.04.16 15:22:12,282290000"
1000000191,1000000191,704,ВЬЕТНАМ,ВЬЕТНАМ,ВЬЕТНАМ,ВЬЕТНАМ,VIETNAM,0,1000000191,"18.04.16 15:22:12,285815000"
1000000192,1000000192,705,СЛОВЕНИЯ,СЛОВЕНИЯ,СЛОВЕНИЯ,СЛОВЕНИЯ,SLOVENIA,0,1000000192,"18.04.16 15:22:12,289297000"
1000000193,1000000193,706,СОМАЛИ,СОМАЛИ,СОМАЛИ,СОМАЛИ,SOMALIA,0,1000000193,"18.04.16 15:22:12,293181000"
1000000194,1000000194,710,ЮАР,ОАР,ЮАР,ОАР,SOUTH AFRICA,0,1000000194,"18.04.16 15:22:12,296752000"
1000000195,1000000195,716,ЗИМБАБВЕ,ЗИМБАБВЕ,ЗИМБАБВЕ,ЗИМБАБВЕ,ZIMBABWE,0,1000000195,"18.04.16 15:22:12,300646000"
1000000196,1000000196,724,ИСПАНИЯ,ИСПАНИЯ,ИСПАНИЯ,ИСПАНИЯ,SPAIN,0,1000000196,"18.04.16 15:22:12,304963000"
1000000197,1000000197,732,ЗАПАДНАЯ САХАРА,БАТЫС САХАРА,ЗАПАДНАЯ САХАРА,БАТЫС САХАРА,WEST SAHARA,0,1000000197,"18.04.16 15:22:12,308973000"
1000000198,1000000198,736,СУДАН,СУДАН,СУДАН,СУДАН,SUDAN,0,1000000198,"18.04.16 15:22:12,312752000"
1000000199,1000000199,740,СУРИНАМ,СУРИНАМ,СУРИНАМ,СУРИНАМ,SURINAME,0,1000000199,"18.04.16 15:22:12,316515000"
1000000200,1000000200,744,СВАЛЬБАРДА О-В,СВАЛЬБАРДА АРАЛЫ,СВАЛЬБАРДА О-В,СВАЛЬБАРДА АРАЛЫ,SVALBARD O-IN,0,1000000200,"18.04.16 15:22:12,320292000"
1000000201,1000000201,748,СВАЗИЛЕНД,СВАЗИЛЕНД,СВАЗИЛЕНД,СВАЗИЛЕНД,SWAZILAND.,0,1000000201,"18.04.16 15:22:12,323998000"
1000000202,1000000202,752,ШВЕЦИЯ,ШВЕЦИЯ,ШВЕЦИЯ,ШВЕЦИЯ,SWEDEN,0,1000000202,"18.04.16 15:22:12,327866000"
1000000203,1000000203,756,ШВЕЙЦАРИЯ,ШВЕЙЦАРИЯ,ШВЕЙЦАРИЯ,ШВЕЙЦАРИЯ,SWITZERLAND,0,1000000203,"18.04.16 15:22:12,331464000"
1000000204,1000000204,760,СИРИЯ,СИРИЯ,СИРИЯ,СИРИЯ,SYRIA,0,1000000204,"18.04.16 15:22:12,335089000"
1000000205,1000000205,762,ТАДЖИКИСТАН,ТӘЖІКІСТАН,ТАДЖИКИСТАН,ТӘЖІКІСТАН,TAJIKISTAN,1,1000000205,
1000000206,1000000206,764,ТАИЛАНД,ТАИЛАНД,ТАИЛАНД,ТАИЛАНД,THAILAND,0,1000000206,"18.04.16 15:22:12,342480000"
1000000207,1000000207,768,ТОГО,ТОГО,ТОГО,ТОГО,TOGO,0,1000000207,"18.04.16 15:22:12,346432000"
1000000208,1000000208,772,ТОКЕЛАУ,ТОКЕЛАУ,ТОКЕЛАУ,ТОКЕЛАУ,TOKELAU,0,1000000208,"18.04.16 15:22:12,350165000"
1000000209,1000000209,776,ТОНГА,ТОНГА,ТОНГА,ТОНГА,TONGA,0,1000000209,"18.04.16 15:22:12,353975000"
1000000210,1000000210,780,ТРИНИДАД И ТОБАГО,ТРИНИДАД ЖӘНЕ ТОБАГО,ТРИНИДАД И ТОБАГО,ТРИНИДАД ЖӘНЕ ТОБАГО,TRINIDAD AND TOBAGO,0,1000000210,"18.04.16 15:22:12,357377000"
1000000211,1000000211,784,ОАЭ,БАЭ,ОАЭ,БАЭ,UAE,0,1000000211,"18.04.16 15:22:12,360834000"
1000000212,1000000212,788,ТУНИС,ТУНИС,ТУНИС,ТУНИС,TUNISIA,0,1000000212,"18.04.16 15:22:12,364374000"
1000000213,1000000213,792,ТУРЦИЯ,ТҮРКИЯ,ТУРЦИЯ,ТҮРКИЯ,TURKEY,0,1000000213,"18.04.16 15:22:12,367770000"
1000000215,1000000215,796,ТЕРКС И КАЙКОС,ТЕРКС ЖӘНЕ КАЙКОС,ТЕРКС И КАЙКОС,ТЕРКС ЖӘНЕ КАЙКОС,TERKS AND CAICOS,0,1000000215,"18.04.16 15:22:12,371273000"
1000000216,1000000216,798,ТУВАЛУ,ТУВАЛУ,ТУВАЛУ,ТУВАЛУ,TUVALU,0,1000000216,"18.04.16 15:22:12,374715000"
1000000217,1000000217,800,УГАНДА,УГАНДА,УГАНДА,УГАНДА,UGANDA,0,1000000217,"18.04.16 15:22:12,378512000"
1000000218,1000000218,804,УКРАИНА,УКРАИНА,УКРАИНА,УКРАИНА,UKRAINE,0,1000000218,"18.04.16 15:22:12,382197000"
1000000219,1000000219,818,ЕГИПЕТ,ЕГИПЕТ,ЕГИПЕТ,ЕГИПЕТ,EGYPT,0,1000000219,"18.04.16 15:22:12,386097000"
1000000220,1000000220,826,ВЕЛИКОБРИТАНИЯ,ҰЛЫБРИТАНИЯ,ВЕЛИКОБРИТАНИЯ,ҰЛЫБРИТАНИЯ,UNITED KINGDOM,0,1000000220,"18.04.16 15:22:12,389978000"
1000000222,1000000222,833,МЕН О-В,МЕН АРАЛДАРЫ,МЕН О-В,МЕН АРАЛДАРЫ,MEN O-IN,0,1000000222,"18.04.16 15:22:12,397344000"
